"Handle","Title","Description","SEO Title","SEO Description","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","SKU","Quantity","Regular Price","Sale Price","Cost","Images","Variant Image","Status","Collections","URL","Tax","Created","Updated","Length","Width","Height","Weight"
"Sun-ring-","Sun Ring","<p>stainless steel.</p>
<p>free size .</p>","Sun Ring","Premium jewelry piece.",,,,,,,"",0,"180","","","https://assets.wuiltstore.com/cmmdcgjq50euq01dfay546k3c_lu9cfc8h64ev4yzg5j1g7bfgaiqx.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/Sun-ring-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Sunflower-stainless-steel-ring","Sunflower Stainless Steel Ring","<li>Stainless steel&nbsp;</li>","Sunflower Stainless Steel Ring","Premium jewelry piece.",,,,,,,"",0,"160","","","https://assets.wuiltstore.com/cmmdcm6r80eyt01df9n08duh3_v72ddhyclz8obhpzdb9r9ox7xvsf.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/Sunflower-stainless-steel-ring","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Sunflower-with-stainless-steel-bracelet","Sunflower With Stainless Steel Bracelet","<li>Stainless steel&nbsp;</li>","Sunflower With Stainless Steel Bracelet","Premium jewelry piece.",,,,,,,"",2,"300","","","https://assets.wuiltstore.com/cmmdcejcd0eti01df5yjc20y8_ctxxe7p2begm1xo7y9ws6n9xlns2.webp","","DRAFT","Jewelry,Bracelet","https://salmabehery.com/en/product/all/Sunflower-with-stainless-steel-bracelet","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Sunflowers-with-green-leaves-bracelet-","Sunflowers With Green Leaves Bracelet","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","Sunflowers With Green Leaves Bracelet","Premium jewelry piece.",,,,,,,"",7,"200","","","https://assets.wuiltstore.com/cmmdcox1i0f0n01df9ywiabjf_6o52qmty0qqlp8gwz3rb0whffwog.webp","","DRAFT","Jewelry,Bracelet","https://salmabehery.com/en/product/all/Sunflowers-with-green-leaves-bracelet-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Sunflowers-with-pink-flowers-bracelet-","Sunflowers With Pink Flowers Bracelet","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","Sunflowers With Pink Flowers Bracelet","Premium jewelry piece.",,,,,,,"",2,"220","","","https://assets.wuiltstore.com/cmmdcfixv0eu601dfew312xku_nj5xs736bkaj1fm4dyhld8dct674.webp","","DRAFT","Jewelry,Bracelet","https://salmabehery.com/en/product/all/Sunflowers-with-pink-flowers-bracelet-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Traditional-design-stainless-steel-ring","Traditional Design Stainless Steel Ring","<li>Stainless steel&nbsp;</li>","Traditional Design Stainless Steel Ring","Premium jewelry piece.",,,,,,,"",0,"150","","","https://assets.wuiltstore.com/cmmdci7yv0evw01dffyl16nsl_ze2fx3cwhelcydc86mq59n82s259.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/Traditional-design-stainless-steel-ring","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Triple-Band-Pearl-stainless-steel-Ring","Triple Band Pearl Stainless Steel Ring","<li>Stainless steel&nbsp;</li>","Triple Band Pearl Stainless Steel Ring","Premium jewelry piece.",,,,,,,"",0,"150","","","https://assets.wuiltstore.com/cmmdclhg20ey501dfe0e83vg7_oqwz043c2u0dhqvuphtnacpraerf.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/Triple-Band-Pearl-stainless-steel-Ring","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Triple-Star-stainless-steel-Ring","Triple Star Stainless Steel Ring","<li>Stainless steel&nbsp;</li>","Triple Star Stainless Steel Ring","Premium jewelry piece.",,,,,,,"",0,"185","","","https://assets.wuiltstore.com/cmmdcp4qm0f0u01dfatfw973l_e8xrpvfrkm10hu3wvkesdlprtr5w.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/Triple-Star-stainless-steel-Ring","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Tulip-flowers-bracelet-","Tulip Flowers Bracelet","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","Tulip Flowers Bracelet","Premium jewelry piece.",,,,,,,"",0,"280","","","https://assets.wuiltstore.com/cmmdcsyz70f3j01dfha1y1ny1_4vg5uaakr5ejstwxb3bwitlkg9dx.webp","","DRAFT","Jewelry,Bracelet","https://salmabehery.com/en/product/all/Tulip-flowers-bracelet-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Twin-Pearl-stainless-steel-Ring","Twin Pearl Stainless Steel Ring","<li>Stainless steel&nbsp;</li>","Twin Pearl Stainless Steel Ring","Premium jewelry piece.",,,,,,,"",0,"140","","","https://assets.wuiltstore.com/cmmdclrgz0eyd01df0rzaeqk7_a2kf4s5mm9aumdi19i294rebw6fw.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/Twin-Pearl-stainless-steel-Ring","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Vintage-design-stainless-steel-ring","Vintage Design Stainless Steel Ring","<li>Stainless steel&nbsp;</li>","Vintage Design Stainless Steel Ring","Premium jewelry piece.",,,,,,,"",0,"150","","","https://assets.wuiltstore.com/cmmdcx8g30f6901dfbsmj7wac_qe8xuxfat6hoxtpucay3v6pwo7nd.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/Vintage-design-stainless-steel-ring","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Vintage-Floral-Band-Ring","Vintage Floral Band Ring","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","Vintage Floral Band Ring","Premium jewelry piece.",,,,,,,"",0,"185","","","https://assets.wuiltstore.com/cmmdcgmz20eus01df0rgu94iu_yvtbzfzuwbqf23b3xyq3cyxj6ih2.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/Vintage-Floral-Band-Ring","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Vintage-Multi-Stone-Band","Vintage Multi Stone Band","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","Vintage Multi Stone Band","Premium jewelry piece.",,,,,,,"",0,"185","","","https://assets.wuiltstore.com/cmmdcpdrw0f1001dfed7k52p3_as2htywxm3wwrjiagdae8flagn9s.webp","","DRAFT","Jewelry","https://salmabehery.com/en/product/all/Vintage-Multi-Stone-Band","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"White--baby-blue-and-blue-shades-flowers-","White  Baby Blue And Blue Shades Flowers","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","White  Baby Blue And Blue Shades Flowers","Premium jewelry piece.",,,,,,,"",2,"200","","","https://assets.wuiltstore.com/cmmdcipxp0ew801dfcdxpdffo_aj4pi3povda122lfh55quepkshn7.webp","","DRAFT","Jewelry,Bracelet","https://salmabehery.com/en/product/all/White--baby-blue-and-blue-shades-flowers-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"White-flower-stainless-steel-ring","White Flower Stainless Steel Ring","<ul>
<li>Stainless steel .</li>
<li>free size.</li>
</ul>","White Flower Stainless Steel Ring","Premium jewelry piece.",,,,,,,"",0,"140","","","https://assets.wuiltstore.com/cmmdcngu60ezp01df2sqjavh5_7mmcwlogmk4c927csoo8r7kxgzsy.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/White-flower-stainless-steel-ring","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"White-flowers-handmade-necklace-","White Flowers Handmade Necklace","Premium jewelry piece.","White Flowers Handmade Necklace","Premium jewelry piece.",,,,,,,"",4,"450","","","https://assets.wuiltstore.com/cmmdckrcu0exp01dfdlhbb4u4_mm9r0pg7stg2zsrcl9dhaj5n2oak.webp","","DRAFT","Jewelry,Necklace","https://salmabehery.com/en/product/all/White-flowers-handmade-necklace-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"White-flowers-with-gold-bracelet-","White Flowers With Gold Bracelet","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","White Flowers With Gold Bracelet","Premium jewelry piece.",,,,,,,"",0,"200","","","https://assets.wuiltstore.com/cmmdcex2f0ets01df29llbuo1_p9v7ya1d8k9per7xhigpyhthcm7m.webp","","DRAFT","Jewelry,Bracelet","https://salmabehery.com/en/product/all/White-flowers-with-gold-bracelet-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"White-flowers-with-nude-Crystals","White Flowers With Nude Crystals","Premium jewelry piece.","White Flowers With Nude Crystals","Premium jewelry piece.",,,,,,,"",2,"200","","","https://assets.wuiltstore.com/cmmdcievt0ew001dfexcx561j_iox0xzm4nwvf62wizxxwjxfktbw4.webp","","DRAFT","Jewelry,Bracelet","https://salmabehery.com/en/product/all/White-flowers-with-nude-Crystals","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"White-flowers-with-sunflowers-and-garden-bracelet","White Flowers With Sunflowers And Garden Bracelet","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","White Flowers With Sunflowers And Garden Bracelet","Premium jewelry piece.",,,,,,,"",2,"220","","","https://assets.wuiltstore.com/cmmdcfm9u0eu801df8hb84nl0_vxqd2vkxf29605lgad23rtxag2ad.webp","","DRAFT","Jewelry,Bracelet","https://salmabehery.com/en/product/all/White-flowers-with-sunflowers-and-garden-bracelet","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Y-drop-colorful-stones-stainless-steel-necklace-","Y Drop Colorful Stones Stainless Steel Necklace","<li>Stainless steel&nbsp;</li>","Y Drop Colorful Stones Stainless Steel Necklace","Premium jewelry piece.",,,,,,,"",1,"300","","","https://assets.wuiltstore.com/cmmdcqj6a0f1s01dfawiafwrf_do1zqqhh3a6lo3k3smxquzw2fjkf.webp","","DRAFT","Jewelry,Necklace","https://salmabehery.com/en/product/all/Y-drop-colorful-stones-stainless-steel-necklace-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Zig-zag-blue-light-blue-and-with-shades","Zig Zag Blue Light Blue And With Shades","Premium jewelry piece.","Zig Zag Blue Light Blue And With Shades","Premium jewelry piece.",,,,,,,"",5,"450","","","https://assets.wuiltstore.com/cmmdckn4m0exn01dfcp5mgqb9_5t8oqfwk8u1isadfrv8qqcan3vez.webp","","DRAFT","Jewelry,Necklace","https://salmabehery.com/en/product/all/Zig-zag-blue-light-blue-and-with-shades","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Zig-zag-crystal-flowers-coral-shades-and-white-","Zig Zag Crystal Flowers Coral Shades And White","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","Zig Zag Crystal Flowers Coral Shades And White","Premium jewelry piece.",,,,,,,"",5,"240","","","https://assets.wuiltstore.com/cmmdck9fb0exf01df0x7ybr1u_3kou83e982uop80yksaxzfnq1snu.webp","","DRAFT","Jewelry,Bracelet","https://salmabehery.com/en/product/all/Zig-zag-crystal-flowers-coral-shades-and-white-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Zigzag--flowers--handmade-necklace","Zigzag  Flowers  Handmade Necklace","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","Zigzag  Flowers  Handmade Necklace","Premium jewelry piece.",,,,,,,"",5,"450","","","https://assets.wuiltstore.com/cmmdcqp9c0f1w01dfbuid3ktf_kw1t665v40uc2slbtlzkrncncogv.webp","","DRAFT","Jewelry,Necklace","https://salmabehery.com/en/product/all/Zigzag--flowers--handmade-necklace","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Zigzag-colorful-flowers--handmade-necklace","Zigzag Colorful Flowers  Handmade Necklace","Premium jewelry piece.","Zigzag Colorful Flowers  Handmade Necklace","Premium jewelry piece.",,,,,,,"",4,"450","","","https://assets.wuiltstore.com/cmmdckve70exr01dfem3wakzp_vk2szueqvlfgs7kwp07jsno613d2.webp","","DRAFT","Jewelry,Necklace","https://salmabehery.com/en/product/all/Zigzag-colorful-flowers--handmade-necklace","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Zigzag-crystals--beads-flowers-","Zigzag Crystals  Beads Flowers","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","Zigzag Crystals  Beads Flowers","Premium jewelry piece.",,,,,,,"",2,"240","","","https://assets.wuiltstore.com/cmmdcfxf60eue01dfdfhy3cp0_uxod6nsip4b0reyyzd1u04oubpx8.webp","","DRAFT","Jewelry,Bracelet","https://salmabehery.com/en/product/all/Zigzag-crystals--beads-flowers-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Zigzag-red-and-white-flowers-with-garden-bracelet-","Zigzag Red And White Flowers With Garden Bracelet","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","Zigzag Red And White Flowers With Garden Bracelet","Premium jewelry piece.",,,,,,,"",2,"240","","","https://assets.wuiltstore.com/cmmdcf65v0etw01df2tiwblly_b00ghfizijq4wg3j24jbjp2sc9jv.webp","","DRAFT","Jewelry,Bracelet","https://salmabehery.com/en/product/all/Zigzag-red-and-white-flowers-with-garden-bracelet-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Zigzag-white-and-black-flowers-bracelet-","Zigzag White And Black Flowers Bracelet","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","Zigzag White And Black Flowers Bracelet","Premium jewelry piece.",,,,,,,"",2,"220","","","https://assets.wuiltstore.com/cmmdcfd7o0eu001dfemur2wca_zrieecnw5pljcc2ecvqofv1qjqpv.webp","","DRAFT","Jewelry,Bracelet","https://salmabehery.com/en/product/all/Zigzag-white-and-black-flowers-bracelet-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Big-Sea-star-necklace-","سلسله نجمه البحر ⭐️","<div>استانلس ستيل .</div><div style=""direction:rtl;"">طول السلسله ٤٠ سم + ٥ سم تطويله .</div>","سلسله نجمه البحر ⭐️","<div>استانلس ستيل .</div><div style=""direction:rtl;"">طول السلسله ٤٠ سم + ٥ سم تطويله .</div>",,,,,,,"",0,"190","","","https://assets.wuiltstore.com/cmmdcjsk90ex301dfdirydgv3_j454bdx11hdlwg0vligpiem5qll8.webp","","DRAFT","Jewelry,Necklace","https://salmabehery.com/en/product/all/Big-Sea-star-necklace-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Golden-Antler-Elegance-Necklace-","قلادة القرون الذهبية الأنيقة","<div>     مصنوعه من الاستانلس ستيل ومطليه بالذهب .</div><div><span style=""text-align:right;"">طول السلسله ٤٠ سم + ٥ سم تطويله .</span></div>","قلادة القرون الذهبية الأنيقة","<div>     مصنوعه من الاستانلس ستيل ومطليه بالذهب .</div><div><span style=""text-align:right;"">طول السلسله ٤٠ سم + ٥ سم تطويله .</span></div>",,,,,,,"",0,"250","","","https://assets.wuiltstore.com/cmmdcjpng0ex101dfgbphayp5_k3f7e00zstg78qz63bo7n452es3o.webp","","DRAFT","Jewelry,Necklace","https://salmabehery.com/en/product/all/Golden-Antler-Elegance-Necklace-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
